gene,n_pairs,r
LINC02906,753,0.0694
PINCR,5762,0.0694
CFHR1,1013,0.0694
NDUFB11,7394,0.0694
POLR3H,7289,0.0694
ZMPSTE24,7463,0.0694
LINC02755,7179,0.0694
ARHGAP29-AS1,5723,0.0694
TUBAP2,2739,0.0694
PTPDC1,7422,0.0694
ENSG00000255669,5508,0.0694
LYG1,7254,0.0694
PLTP,7174,0.0694
AZGP1P2,72,0.0694
ENSG00000241494,2244,0.0694
ENSG00000270504,4981,0.0694
PACSIN1,3513,0.0694
UHMK1,7631,0.0693
CABP1,6394,0.0693
PCDHGA10,6202,0.0693
MXD1,7577,0.0693
POTED,663,0.0693
THOC7-AS1,251,0.0693
ENSG00000285618,3426,0.0693
ANKRD18CP,6844,0.0693
FAM209A,7199,0.0693
GATA4,6647,0.0693
ENSG00000214776,6410,0.0693
ENSG00000289944,824,0.0693
PRR13,7469,0.0693
LINC01119,6896,0.0693
SDE2,7489,0.0693
SCN1A-AS1,6992,0.0693
RN7SL417P,556,0.0693
PRDM15,7402,0.0693
ZNHIT1,7485,0.0693
NBPF9,7374,0.0693
SEMA6B,7226,0.0693
ENSG00000242798,6759,0.0693
TSHZ1,7420,0.0693
CCDC71L,7042,0.0692
SOD3,4263,0.0692
MOV10L1,5682,0.0692
RNF157-AS1,3728,0.0692
ENSG00000243635,268,0.0692
RPS3AP20,397,0.0692
ENSG00000289507,4128,0.0692
TMCO1-AS1,6756,0.0692
ATAT1,7447,0.0692
ENSG00000237250,2328,0.0692
YLPM1,7637,0.0692
ENSG00000229925,792,0.0692
RPL7AP2,219,0.0692
ENSG00000288714,7115,0.0692
ENSG00000287318,336,0.0692
PERM1,3994,0.0692
CLEC4GP1,169,0.0692
ENSG00000250362,5838,0.0692
CRYBB2P1,6984,0.0692
ENSG00000260633,6408,0.0692
F2RL1,7297,0.0692
ORAI3,7324,0.0692
HSPA8P16,161,0.0691
SDR39U1,7294,0.0691
PDCD2L,7271,0.0691
ENSG00000286070,6628,0.0691
ENSG00000287067,3512,0.0691
OPRPN,241,0.0691
ENSG00000285796,7169,0.0691
ISCA2,7167,0.0691
ENSG00000267264,705,0.0691
ENSG00000266978,7300,0.0691
ENSG00000267764,5450,0.0691
ZNF624,7320,0.0691
LINC00607,6752,0.0691
CYP2C19,4106,0.0691
DEFB124,340,0.0691
SVIL,7638,0.0691
MYL12-AS1,6678,0.0691
ENSG00000256417,7391,0.0691
LINC02794,1895,0.0691
DNAH3,6860,0.0691
LINC00672,7209,0.0691
PSMD6,7406,0.0691
ZNF419,7132,0.0691
GLYATL1P2,750,0.0691
ENSG00000290775,1662,0.0691
RNU6-1219P,544,0.069
RCVRN,738,0.069
FAM25C,1119,0.069
MMP24,7235,0.069
LRIG1,7521,0.069
GSG1L,6937,0.069
GATA5,2815,0.069
ENSG00000271034,474,0.069
ENSG00000257207,5048,0.069
TRAC,441,0.069
TMEM95,3626,0.069
INSYN1,1265,0.069
SAMSN1,6673,0.069
ENSG00000258119,4108,0.069
FUCA1,7372,0.0689
ENSG00000267066,88,0.0689
SLC27A2,6756,0.0689
RPL23AP49,6797,0.0689
ENSG00000286545,4628,0.0689
ENSG00000235356,1485,0.0689
LINC00649,7002,0.0689
SAYSD1,7253,0.0689
ENSG00000287291,7159,0.0689
CLDN16,6240,0.0689
DICER1-AS1,7306,0.0689
IL12RB1,4551,0.0689
TXNL4B,7423,0.0689
ENSG00000288700,7232,0.0689
PNCK,7154,0.0689
ADAM1B,2517,0.0689
SEPTIN4,6297,0.0689
DBX1,102,0.0689
LINC01846,4835,0.0689
MRPL14,7386,0.0689
GUSBP2-1,7430,0.0689
ENSG00000287984,340,0.0689
ENSG00000290067,6650,0.0689
GMFB,7448,0.0688
ENSG00000236366,4889,0.0688
TRPC7-AS1,6115,0.0688
ENSG00000286848,2192,0.0688
ENSG00000290981,3585,0.0688
ENSG00000259283,1815,0.0688
ENSG00000287065,971,0.0688
ZNF708,7420,0.0688
PYY,7328,0.0688
MRPL42,7498,0.0688
ENSG00000260012,60,0.0688
FLT3,6097,0.0688
SMAGP,7326,0.0688
IL12RB2,7131,0.0688
CCDC80,7294,0.0688
GRM4,6046,0.0688
KIF24,7342,0.0688
ARHGEF26-AS1,6820,0.0688
LINC02957,3713,0.0688
MARCHF5,7609,0.0688
SPG21,7453,0.0688
SLC25A29,7431,0.0688
ENSG00000250642,235,0.0688
ENSG00000206090,69,0.0688
HMGCS2,1432,0.0688
DNM3,7517,0.0688
ENSG00000270090,400,0.0688
LYPD3,6327,0.0688
SLC22A17,5464,0.0687
ENSG00000262880,5844,0.0687
ENSG00000236378,26,0.0687
FZD7,7239,0.0687
ALDH1A1,7321,0.0687
LINC01995,834,0.0687
ZNF324,7277,0.0687
PKD1P6,7338,0.0687
ENSG00000265460,5197,0.0687
MSL3,7319,0.0687
ENSG00000228802,5429,0.0687
KMT5A,7395,0.0687
ENSG00000261610,3195,0.0687
MATCAP2,7494,0.0687
ENSG00000267507,4907,0.0687
PRKAG3,515,0.0687
RPE,7434,0.0687
ZNF76,7417,0.0687
TMEM141,7208,0.0687
LRRC34,6413,0.0687
DENND5A,7626,0.0687
LSM11,7358,0.0686
SRRM1P3,6747,0.0686
NPFFR1,4708,0.0686
CRB2,3604,0.0686
DDX51,7316,0.0686
ENSG00000276019,1202,0.0686
ENSG00000258464,1352,0.0686
RPL7AP66,1334,0.0686
PRTG,7461,0.0686
HDHD5,7462,0.0686
LINC01460,2899,0.0686
CMTM3,7321,0.0686
ENSG00000255250,5658,0.0686
ENSG00000286797,6325,0.0686
ENSG00000254337,3598,0.0686
HSD17B10,7295,0.0686
CYP2B7P,3349,0.0686
SIGLEC9,1497,0.0686
ENSG00000235007,7314,0.0686
ENPP7P7,6355,0.0686
ZNF763,6642,0.0686
RAP1B,7639,0.0685
PXN-AS1,7151,0.0685
FIBP,7312,0.0685
NCOR1P1,1934,0.0685
DPP8,7584,0.0685
FXYD3,6259,0.0685
GGH,7385,0.0685
PEX11A,7180,0.0685
MXD3,7299,0.0685
NAAA,7331,0.0685
ENSG00000257379,7010,0.0685
LRRC3,6193,0.0685
FRMPD1,5536,0.0685
C17orf99,6443,0.0685
LINC01478,5265,0.0685
GRXCR2,4255,0.0685
CECR3,1202,0.0685
FBXO21,7556,0.0685
ENSG00000251239,1193,0.0685
ENSG00000233542,448,0.0685
ENSG00000289939,1934,0.0685
IDO1,5114,0.0685
ENSG00000272913,3803,0.0685
FAM24B,7239,0.0685
ENSG00000249111,5465,0.0685
ENSG00000289478,113,0.0685
ELFN1,7211,0.0685
LINC02984,3908,0.0685
ENSG00000273240,1727,0.0685
OPRM1,5997,0.0684
LINC01503,6126,0.0684
ENSG00000290081,134,0.0684
GPATCH11,7426,0.0684
ENSG00000263551,7313,0.0684
ROGDI,7045,0.0684
ZMIZ1,7634,0.0684
ZFPM1-AS1,5803,0.0684
CENPV,7228,0.0684
PCCB,7548,0.0684
SLC7A8,6910,0.0684
ACSS3,6821,0.0684
HSD17B8,6513,0.0684
ENSG00000228144,5538,0.0684
ENSG00000267943,357,0.0684
DHPS,7415,0.0683
C21orf62-AS1,7314,0.0683
ENSG00000267397,6106,0.0683
ENSG00000267422,6196,0.0683
DDX27,7564,0.0683
MLLT1,7355,0.0683
PRELID3A,7293,0.0683
EVA1CP5,2031,0.0683
NR0B1,4104,0.0683
ENSG00000225840,1778,0.0683
FBLN2,6372,0.0683
GGNBP2,7618,0.0683
ENSG00000234424,6635,0.0683
TMEM150B,4499,0.0683
ENSG00000285756,7238,0.0683
INSYN1-AS1,1307,0.0683
YWHAH-AS1,4508,0.0683
LAYN,5884,0.0683
ADNP2,7547,0.0683
RPS29P31,251,0.0683
ENSG00000275318,6753,0.0683
POGLUT1,7376,0.0683
QSOX2,7388,0.0683
INTS14,7444,0.0682
SLC22A20P,7325,0.0682
JMJD8,7072,0.0682
ENSG00000262302,7083,0.0682
ACTG2,3926,0.0682
ENSG00000287592,891,0.0682
ENSG00000260658,7389,0.0682
RTL8C,7257,0.0682
MPLKIP,7390,0.0682
ZFHX2-AS1,7258,0.0682
ENSG00000287635,5161,0.0682
ENSG00000226296,206,0.0682
ENSG00000257890,2473,0.0682
REG1A,449,0.0682
MIPEPP3,6909,0.0682
ENSG00000290085,5889,0.0682
COPS5,7470,0.0682
VPS35,7623,0.0682
LRRC28,7465,0.0682
ZNF7,7411,0.0682
ENSG00000253776,4394,0.0682
NUDT12,7337,0.0682
SLC25A27,7356,0.0681
PLD2,7368,0.0681
TNFRSF1A,7464,0.0681
USHBP1,6808,0.0681
THOC1,7596,0.0681
ENSG00000267698,7241,0.0681
CLIC4P2,983,0.0681
AGAP9,7199,0.0681
ENSG00000272489,2937,0.0681
TMEM223,7280,0.0681
KCNK10,5202,0.0681
ENSG00000284776,6385,0.0681
NBPF10,7406,0.0681
VIT,5528,0.0681
TRIM16L,6885,0.0681
ENSG00000258830,6657,0.0681
BIN3,7577,0.0681
WDFY3-AS2,7047,0.0681
ENSG00000289372,4897,0.0681
COPE,7517,0.0681
ENSG00000253363,6952,0.0681
CNRIP1,6647,0.0681
ENSG00000248583,592,0.068
GREB1,7044,0.068
ENSG00000236120,1891,0.068
MED17,7561,0.068
HS6ST2,7413,0.068
Y_RNA-461,140,0.068
MRE11P1,123,0.068
EIF4A2P1,316,0.068
GRB7,7420,0.068
FAM89A,7198,0.068
OR2H4P,174,0.068
KLHL26,7282,0.068
ENSG00000287891,2418,0.068
TRIM60P19,416,0.068
ENPP7P4,7163,0.068
ANKRD18B,7031,0.068
RANBP1P1,3467,0.068
GLUD1P3-1,7000,0.068
MTMR9,7506,0.068
MUCL3,3069,0.068
SMYD4,7457,0.068
LNCDAT,1199,0.0679
ENSG00000269124,2414,0.0679
TFF1,6419,0.0679
LINC02664,3758,0.0679
LEMD1-AS1,4357,0.0679
ASTE1,7222,0.0679
SSR3,7573,0.0679
ENSG00000286182,501,0.0679
OR2K2,2892,0.0679
KIF17,7077,0.0679
LINC02336,6663,0.0679
DDOST,7509,0.0679
FAM237A,1003,0.0679
RRN3P3-1,3782,0.0679
ENSG00000227161,3056,0.0679
ENSG00000290576,5924,0.0679
ENSG00000274191,544,0.0679
ENSG00000236390,588,0.0679
TNFSF12,6154,0.0679
HMGN2P21,187,0.0679
ENSG00000232926,30,0.0679
RCAN2,6337,0.0679
IGFBP1,6983,0.0679
VMA21,7456,0.0678
SLC43A3,7159,0.0678
ENSG00000262714,2220,0.0678
ENSG00000270823,5697,0.0678
CSNK1G1,7634,0.0678
BANP,7547,0.0678
CRHR1,4325,0.0678
IGFBP2,7427,0.0678
MON1B,7482,0.0678
ENSG00000285675,3527,0.0678
LINC02436,5707,0.0678
ENSG00000262877,4872,0.0678
CPNE5,6895,0.0678
ARHGEF9,7415,0.0678
COMMD6,7434,0.0678
CCDST,2862,0.0678
DSCR9,6867,0.0678
ENSG00000272305,7332,0.0678
FAM110B,7149,0.0678
NUTM2F,324,0.0678
ENSG00000260803,5565,0.0678
ZNF135,4193,0.0678
ENSG00000234132,187,0.0678
ENSG00000288612,6944,0.0678
ENSG00000286608,7252,0.0678
USP34,7641,0.0678
LINC01096,694,0.0678
ZNF320,7342,0.0678
ENSG00000283580,7254,0.0678
CCNO,6087,0.0678
PRSS35,1226,0.0678
IAH1,7432,0.0678
LINC01427,97,0.0678
DHX34,7429,0.0678
MAGI1-AS1,6801,0.0678
LCN2,7324,0.0678
ENSG00000259185,6501,0.0678
CIBAR1,7395,0.0677
NR5A2,7239,0.0677
KISS1,6012,0.0677
SDHAF2,7450,0.0677
ENSG00000248694,410,0.0677
ENSG00000288974,836,0.0677
HDC,1905,0.0677
SASH3,2443,0.0677
APCDD1L,7127,0.0677
IL1RL2,5295,0.0677
ENTPD4,7537,0.0677
MYPOP,7361,0.0677
GRIN2C,6891,0.0677
PWAR1,3439,0.0677
UPB1,5275,0.0677
ENSG00000262801,6936,0.0677
GTF2H2C,7279,0.0677
PUM3,7557,0.0677
SELENBP1,5083,0.0677
ENSG00000254632,3823,0.0677
CTDP1-DT,6900,0.0677
ENSG00000265417,2126,0.0677
ENSG00000283782,7572,0.0676
EPHA6,7349,0.0676
SVOPL,5807,0.0676
ENSG00000263731,6994,0.0676
CPAMD8,7162,0.0676
ENSG00000234626,5080,0.0676
LINC02720,870,0.0676
PSMD12,7628,0.0676
TMC3-AS1,7103,0.0676
ENSG00000287996,5047,0.0676
TTLL8,2157,0.0676
ENSG00000267617,143,0.0676
ENSG00000228541,7286,0.0676
ENSG00000253515,4688,0.0676
ENSG00000274471,6911,0.0676
ENSG00000245768,6952,0.0676
ENSG00000248373,5296,0.0676
ATP2B3,1266,0.0676
PROX2,4306,0.0676
ENSG00000279662,5851,0.0675
LAMTOR1,7406,0.0675
PARPBP,7402,0.0675
PCAT19,2701,0.0675
IQCG,7391,0.0675
ENSG00000253181,4413,0.0675
ENSG00000288234,3599,0.0675
IKBKB-DT,5395,0.0675
ENSG00000289439,3355,0.0675
CLCN2,7310,0.0675
NECTIN3-AS1,7146,0.0675
SPDYE4,643,0.0675
SLC15A2,7252,0.0675
FCN2,523,0.0675
CEP295,7516,0.0675
ZIC2,7104,0.0675
XRCC5,7640,0.0675
CEP63,7507,0.0675
SLC4A5,7400,0.0675
HDAC10,7317,0.0675
ENSG00000288966,1422,0.0675
NEXN-AS1,5772,0.0675
LINC02139,652,0.0675
ZNG1F,7203,0.0675
PDZD11,7320,0.0675
LYPLAL1-AS1,6383,0.0674
ENSG00000253377,3823,0.0674
CNST,7530,0.0674
MKRN4P,610,0.0674
SYNM,7323,0.0674
ENSG00000248245,2611,0.0674
UBE2CP5,7092,0.0674
EXOSC7,7444,0.0674
MRPL30P1,128,0.0674
FFAR2,1636,0.0674
NCOR1P2,1204,0.0674
AGTPBP1,7619,0.0674
SNHG21,6865,0.0674
ENSG00000260349,6382,0.0674
SERPINB9P1,6733,0.0674
DAP3,7567,0.0674
FHAD1-AS1,5242,0.0674
NALT1,4347,0.0674
ATP8B5P-1,7178,0.0674
CCT6P1,7340,0.0674
ENSG00000286138,6954,0.0673
ENSG00000254113,179,0.0673
ENSG00000289968,598,0.0673
ENSG00000261090,240,0.0673
ENSG00000290008,7288,0.0673
COL3A1,7352,0.0673
TRAFD1,7459,0.0673
RBM20,7486,0.0673
ENSG00000257226,1098,0.0673
RNASEL,7058,0.0673
SIRT2,7483,0.0673
ENSG00000259088,6872,0.0673
FAM21EP,3122,0.0673
ENSG00000261182,311,0.0673
ENSG00000241207,62,0.0673
ORC5,7480,0.0673
FCGR1A,54,0.0673
UBN2,7628,0.0673
RPL17P51,219,0.0673
HTRA4,6387,0.0673
LINC02313,3466,0.0673
NACAD,4814,0.0673
HOXB7,7280,0.0673
ENSG00000287507,6714,0.0673
GOLGA8UP,6489,0.0672
ENSG00000287268,195,0.0672
TTC6,7285,0.0672
ENSG00000229882,681,0.0672
RPL7P26,496,0.0672
ZC2HC1B,4952,0.0672
ECHDC1,7528,0.0672
AGAP12P,5828,0.0672
NLE1,7190,0.0672
TUT4,7633,0.0672
ENSG00000229567,1503,0.0672
SEPTIN7P14,7005,0.0672
MYH14,7499,0.0672
ENSG00000278635,198,0.0672
NAF1,7505,0.0672
ALKBH6,7176,0.0672
ENSG00000251310,237,0.0672
ENSG00000261364,616,0.0672
SLC38A2-AS1,6879,0.0672
ENSG00000287761,356,0.0672
PCDHGB6,3751,0.0672
MIRLET7IHG,7486,0.0672
CTSV,7220,0.0672
TPTE,7136,0.0672
RPP30,7488,0.0672
ZBTB41,7586,0.0672
ANGPTL7,1818,0.0672
ARHGEF17,7313,0.0672
TRPM2,6613,0.0672
LINC00870,3253,0.0672
ENSG00000289153,6810,0.0672
OLAH,4097,0.0672
TNK2-AS1,2703,0.0671
ENSG00000284966,7111,0.0671
CPA6,6996,0.0671
CASC16,3671,0.0671
ENSG00000244345,5097,0.0671
ENSG00000244550,75,0.0671
ABHD12,7531,0.0671
DNAAF3,6712,0.0671
ENSG00000227242,3150,0.0671
DBX2,388,0.0671
VPS25,7362,0.0671
ENSG00000265121,943,0.0671
RGCC,5862,0.0671
TMEM30CP,6418,0.0671
CASP7,7456,0.0671
ENSG00000286026,5513,0.0671
PKD1L1-AS1,6081,0.0671
COL19A1,7348,0.0671
COL24A1,6896,0.0671
ZNF286A-TBC1D26,5894,0.0671
ENSG00000258744,7309,0.0671
DLEU2,7638,0.0671
RHOBTB1,7275,0.0671
MIR4500HG,7235,0.0671
ECE1,7618,0.0671
DACT1,5669,0.0671
ENSG00000228843,4156,0.067
ARL11,1677,0.067
ARL14EP-DT,7056,0.067
HRK,6189,0.067
ENSG00000258751,5968,0.067
IPO7,7640,0.067
ZNF628,7145,0.067
ZNF391,7149,0.067
ENSG00000132832,6435,0.067
UGT1A5,834,0.067
SEZ6L2,7458,0.067
BTG2-DT,2805,0.067
ENSG00000258092,6971,0.067
LILRA5,65,0.067
CLASP2,7631,0.067
ENSG00000269026,7340,0.067
THBS2,7091,0.067
ENSG00000271716,3897,0.067
PTCHD1-AS,2553,0.067
GTF3C4,7437,0.067
ENSG00000233069,635,0.067
DDX10,7602,0.067
VCAN-AS1,6859,0.067
DSCAM,7061,0.0669
MMRN2,6713,0.0669
NUTM2D,864,0.0669
CSPG4P12,217,0.0669
GLI1,5397,0.0669
POU2F3,6202,0.0669
ENSG00000227061,307,0.0669
RNF175,5359,0.0669
RPL10A,7588,0.0669
RHEX,6990,0.0669
PCDHGA4,3450,0.0669
ENSG00000227496,5567,0.0669
TEX43,4552,0.0669
CELF5,6832,0.0669
TMBIM1,7533,0.0669
OR6C75,32,0.0669
ENSG00000250820,6885,0.0669
ENSG00000265217,2236,0.0669
ENSG00000286474,2079,0.0669
SUCNR1,5460,0.0669
SNRPN,7475,0.0669
EFCAB14-AS1,7128,0.0669
MTHFD2L,7575,0.0669
RMST,6697,0.0669
NHSL1-AS1,6979,0.0669
VRK3,7509,0.0668
SNX18P14,430,0.0668
MTERF3,7418,0.0668
TAS2R9,350,0.0668
PNMA8A,4039,0.0668
LINC00106,7278,0.0668
GALNTL6,7052,0.0668
MICA,7428,0.0668
ENSG00000286263,6652,0.0668
FAM86DP-1,7039,0.0668
TMEM11-DT,7373,0.0668
ENSG00000286736,5928,0.0668
RIPK1,7598,0.0668
GLIS2,7404,0.0668
ENSG00000285663,505,0.0668
ENSG00000289989,218,0.0668
ENSG00000286281,4972,0.0668
NDRG2,7195,0.0668
NCK1,7575,0.0668
ENSG00000235036,2343,0.0668
SAMD14,6925,0.0668
NFAM1,5570,0.0668
ENSG00000255432,6381,0.0668
ESPNL,5432,0.0667
TSC1,7577,0.0667
DDX56,7403,0.0667
STX12,7571,0.0667
LINC01257,5598,0.0667
ZBBX,5004,0.0667
ENSG00000257124,20,0.0667
ENSG00000277901,3298,0.0667
SNAP23P1,22,0.0667
RNF181,7381,0.0667
USP25,7622,0.0667
FICD,7235,0.0667
TCEAL4,7480,0.0667
ZNF41,7419,0.0667
TRAF6,7507,0.0667
CLDN5,640,0.0667
MEP1A,1875,0.0667
LINC00886,7311,0.0666
ENSG00000268279,7108,0.0666
HAVCR1,5921,0.0666
SNRPGP15,1300,0.0666
ZSCAN30,7399,0.0666
CCDC68,7398,0.0666
UNC93B3,1589,0.0666
ENSG00000287103,486,0.0666
WWP1-AS1,2703,0.0666
PSMD3,7523,0.0666
ZNF131,7629,0.0666
PTDSS1,7476,0.0666
PTOV1-AS1,7069,0.0666
DUOXA1,6064,0.0666
ENSG00000250860,118,0.0666
RPL19P5,262,0.0666
ENSG00000256802,4812,0.0666
OSGIN2,7437,0.0666
ADAMDEC1,954,0.0666
CAD,7362,0.0666
MAMDC4,7168,0.0666
UBAC2-AS1,6820,0.0666
NKILA,5470,0.0666
LPCAT3,7515,0.0666
MRPL54,7081,0.0666
CRYGS,7256,0.0665
ENSG00000275210,588,0.0665
COX5B,7466,0.0665
ENSG00000291138,6030,0.0665
ARHGEF26,7325,0.0665
ENSG00000240311,413,0.0665
SPDYE3,6328,0.0665
SLC29A4,7253,0.0665
EIF1P6,6584,0.0665
SNAP47,7369,0.0665
ENSG00000289942,6981,0.0665
LINC01277,7144,0.0665
DNAH1,7364,0.0665
ENSG00000231482,6993,0.0665
BTN2A3P-1,7070,0.0665
STEAP2,7364,0.0665
KPTN,7122,0.0665
ITGA8,6062,0.0665
PSG8-AS1,4241,0.0665
SEC14L5,6248,0.0665
ENSG00000215795,2194,0.0665
SLC25A16,7455,0.0664
ENSG00000286694,849,0.0664
BMP2,7193,0.0664
ZNF692-DT,3829,0.0664
ENSG00000288398,6406,0.0664
PSMG1,7340,0.0664
LINC02130,1636,0.0664
ING4,7387,0.0664
IL1RAP,7602,0.0664
UTP6,7574,0.0664
ENSG00000225507,139,0.0664
ENSG00000286992,715,0.0664
ZNF250,7299,0.0664
ENSG00000290450,7351,0.0664
NRAD1,255,0.0664
PCOLCE,7347,0.0664
ENSG00000244061,34,0.0664
ENSG00000246203,7401,0.0664
ENSG00000230972,3739,0.0664
LINC01867,1982,0.0664
H2AJ,6874,0.0664
SUPV3L1,7513,0.0664
ENSG00000275383,4304,0.0664
HTD2,5802,0.0664
ZNF544,7584,0.0663
ENSG00000225006,1412,0.0663
ENSG00000266588,342,0.0663
ENSG00000261838,4506,0.0663
ENSG00000286313,5343,0.0663
TREH,4607,0.0663
PTGDR,674,0.0663
AMZ1,7323,0.0663
GRK7,7160,0.0663
OXR1-AS1,7176,0.0663
XKR5,2561,0.0663
LINC02478,2992,0.0663
USP9Y,7473,0.0663
DYNC1I2P1,5547,0.0663
REXO5,7314,0.0663
ENSG00000279004,929,0.0663
SLC37A3,7524,0.0663
LRRC4C,7201,0.0663
NPHP4,7438,0.0663
FAHD1,7338,0.0663
CFAP58,6672,0.0663
ENSG00000213358,1193,0.0663
PSKH1,7380,0.0663
ENSG00000280048,4707,0.0663
LINC01035,7524,0.0663
ENSG00000253163,85,0.0663
ENSG00000285705,5805,0.0663
LINC02887,1315,0.0662
LINC02881,22,0.0662
LINC02604,5287,0.0662
PFKFB2,7433,0.0662
SLC39A2,283,0.0662
ENSG00000262492,6380,0.0662
KCNMA1-AS1,6717,0.0662
RNF139,7404,0.0662
MMP19,4788,0.0662
ENSG00000245748,5701,0.0662
PELP1,7506,0.0662
RNF212B,5778,0.0662
KRT8P32,419,0.0662
CCDC91,7633,0.0662
ACACA,7607,0.0662
CNKSR2,7094,0.0662
ENSG00000257611,503,0.0662
TRIM39,7455,0.0662
GABRR2,7332,0.0661
EDN2,4992,0.0661
ENSG00000267568,4689,0.0661
PRSS8,6183,0.0661
ENSG00000226640,6323,0.0661
NAXD,7414,0.0661
MANEA-DT,6205,0.0661
SLC48A1,7328,0.0661
TCHP,7413,0.0661
TULP3P1,1511,0.0661
ENSG00000247853,6926,0.0661
ENSG00000274414,6381,0.0661
STK38L,7553,0.0661
GNL2,7600,0.0661
GASAL1,6885,0.0661
GANC,7480,0.0661
PRLR,6739,0.0661
LINC00052,1278,0.0661
EN1,2520,0.0661
GIMAP6,345,0.0661
STPG2,7357,0.0661
AMZ2,7458,0.0661
CST13P-1,20,0.0661
ENSG00000287181,1441,0.0661
ZNF146,7619,0.0661
ENSG00000289633,1521,0.066
ZNF532,7444,0.066
ENSG00000265995,976,0.066
DCLK3,1782,0.066
GCSHP5,303,0.066
ENSG00000266385,6934,0.066
ZNF861P,1503,0.066
RHOQ,7584,0.066
PEX1,7464,0.066
ADARB2,7491,0.066
ENSG00000255314,6005,0.066
ASB9,5648,0.066
PPM1G,7589,0.066
RAPGEF1,7612,0.066
IL5RA,6163,0.066
SMCO1,1228,0.066
BRPF3-AS1,7361,0.066
ENSG00000257759,7565,0.066
PRPS2,7414,0.066
ENSG00000254864,124,0.066
ERVK13-1,7347,0.066
ENSG00000262133,920,0.066
RASEF,7482,0.066
MYBPC2,5433,0.066
LINC02967,4085,0.066
RPL21P32,5089,0.066
MCCC2,7566,0.0659
TEX35,6492,0.0659
EMP3,7449,0.0659
GSDMC,5116,0.0659
UBE2D3-AS1,7335,0.0659
ENSG00000228862,6734,0.0659
ENSG00000287378,7043,0.0659
MTUS1-DT,6542,0.0659
PPIC-AS1,6343,0.0659
ENSG00000273291,5929,0.0659
NECAB2,6616,0.0659
IL17RB,6795,0.0659
RSKR,7441,0.0659
MIR320A,65,0.0659
LEMD2,7395,0.0659
SEPSECS-AS1,49,0.0659
TYMP,7252,0.0659
ENSG00000256250,1467,0.0659
CYCSP34,1035,0.0659
ENSG00000289722,1838,0.0659
NHLH2,396,0.0659
CREB3L2,7590,0.0659
CKS1B,7376,0.0659
GSTM1,3562,0.0658
PAPPA,7495,0.0658
ENSG00000283294,6756,0.0658
MT1A,4639,0.0658
ENSG00000225420,7100,0.0658
ANKDD1A,7368,0.0658
EIF3F,7459,0.0658
CORO7,7355,0.0658
DPP3-DT,6401,0.0658
LINC02840,4423,0.0658
PLCG1-AS1,7301,0.0658
C4orf51,6736,0.0658
CCDC170,6756,0.0658
ENSG00000179066,2725,0.0658
ENSG00000287469,5409,0.0658
ZNF850,7331,0.0658
ENSG00000236451,6899,0.0658
LYL1,2735,0.0658
S1PR1,3271,0.0658
FGF19,4671,0.0658
RASSF7,7207,0.0658
AIP,7334,0.0658
MAPK14,7609,0.0658
KLHL28,7565,0.0658
PHYHIP,4378,0.0657
RPL6P9,584,0.0657
TLR7,1479,0.0657
ENSG00000253882,76,0.0657
ENSG00000231401,6782,0.0657
ENSG00000253852,642,0.0657
RUBCN,7494,0.0657
ENSG00000270321,457,0.0657
SLC39A13,7303,0.0657
ENSG00000243008,786,0.0657
HERC2P9-1,6884,0.0657
LINC00412,7146,0.0657
SULT1C2P1-1,2752,0.0657
CA5BP1-1,7202,0.0657
ENSG00000272508,4774,0.0657
ENSG00000288684,7371,0.0657
STUM,3989,0.0657
PCDHB1-AS1,2629,0.0656
CKMT1B,4834,0.0656
THEMIS,5313,0.0656
FAM27C,6788,0.0656
ZNF672,7248,0.0656
LINC02695,67,0.0656
SPAG5-AS1,7238,0.0656
LANCL3,6378,0.0656
ENSG00000286041,1298,0.0656
FLVCR1,7447,0.0656
LINC02241,7118,0.0656
ENSG00000284928,1327,0.0656
HTR3C2P,112,0.0656
CCT8,7583,0.0656
ANKRD30BP1,2842,0.0656
WDR83OS,7366,0.0656
UTP14C,3605,0.0656
H1-5,7060,0.0656
HPN,6866,0.0656
FGF11,7073,0.0656
ENSG00000183308,7365,0.0656
TEX29,7151,0.0656
ENSG00000278934,57,0.0656
ENSG00000226576,1280,0.0655
ENSG00000227206,3273,0.0655
ENSG00000287122,4711,0.0655
ENSG00000227745,2453,0.0655
TAX1BP1-AS1,6563,0.0655
ENSG00000228255,3851,0.0655
TPK1,7441,0.0655
ENSG00000250658,534,0.0655
RN7SL817P,1595,0.0655
METTL23,7410,0.0655
RPL21P44,6453,0.0655
ENSG00000268628,2673,0.0655
ENSG00000278390,7387,0.0655
MATN4,5452,0.0655
ENSG00000257921,7254,0.0655
SCN4A,3335,0.0655
LINC01567,789,0.0655
ATP6V1FNB,5915,0.0655
CPB2-AS1,7244,0.0655
ENSG00000274244,188,0.0655
ENSG00000288806,3365,0.0655
MIR3142HG,7044,0.0655
MOGS,7340,0.0655
ENSG00000253899,230,0.0654
ESRP2,6347,0.0654
GJB6,945,0.0654
ENSG00000275120,6984,0.0654
ENSG00000287912,5098,0.0654
STAG1-DT,5638,0.0654
MISP,7013,0.0654
ZKSCAN3,7159,0.0654
ENSG00000286084,6729,0.0654
FRG1,7470,0.0654
SNX25,7632,0.0654
ENSG00000254477,2933,0.0654
ENSG00000286475,4752,0.0654
SELENOH,7461,0.0654
ENSG00000257086,6263,0.0654
ENSG00000289242,4006,0.0654
